comment,cleaned_comment,sentiment,score,predicted_label,cluster
Have we all made mistakes? And sometimes hard to bear?? I'm here life continues let's learn from our mistakes To move forward (this is my motto good evening everyone) and good reflection,made mistake sometimes hard bear im life continues let learn mistake move forward motto good evening everyone good reflection,POSITIVE,0.994684875011444,0,1
"Listening at April 18th❤❤

You??? ❤",listening april [UNK] [UNK],POSITIVE,0.984665870666504,0,0
I can't get enough of listening to this song,cant get enough listening song,NEGATIVE,0.8553667068481445,0,0
Am here and I will be here forever 💗,forever [UNK],POSITIVE,0.9983872175216676,0,0
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508,0,0
Idk why somebody ask who is here in 2024. Everybody are hereeee,idk somebody ask everybody hereeee,NEGATIVE,0.9844525456428528,0,3
"Wheres this little half black half white baby between you two ?

Then it's not real.",wheres little half black half white baby two real,NEGATIVE,0.99408757686615,0,3
"This song, fans, reminds me of a person looking at me, me at him, me sitting in a chair, I will never forget our looks ❤❤",song fan reminds person looking sitting chair never forget look [UNK],POSITIVE,0.9949859380722046,0,3
"Hi godmother, you're in a good truck ❤",hi godmother youre good truck [UNK],POSITIVE,0.99854576587677,0,3
March 2024.,march,POSITIVE,0.997408092021942,0,0
March 2024.,march,POSITIVE,0.997408092021942,0,0
Hits different when you’ve always known this song but now you’re on the other side and can relate to every lyric,hit different ’ always known song ’ side relate every lyric,POSITIVE,0.9959415793418884,0,0
There's an intro.,there intro,POSITIVE,0.9387260675430298,0,0
I can see my younger self when I'm listening to this masterpiece which is her intended meaning given to this songgg 🙂💖🤍💎,see younger self im listening masterpiece intended meaning given songgg [UNK],POSITIVE,0.729020357131958,0,3
You make me feel,make feel,POSITIVE,0.9996452331542968,0,0
I’m a hardened man but yet I luv your music your amazing,’ hardened man yet luv music amazing,POSITIVE,0.9997982382774352,0,3
"Where are the Brazilian comments, what do you mean Brazil...?",brazilian comment mean brazil,NEGATIVE,0.9800942540168762,0,0
Ckcfw1,ckcfw,NEGATIVE,0.8110387921333313,0,0
"Great singer, very attractive all around!! ""Hello from the other side""",great singer attractive around hello side,POSITIVE,0.9997422099113464,0,0
April 2024,april,POSITIVE,0.9973421692848206,0,0
"Mindy Lee Conn was my  ride or die
Not that anyone else noticed",mindy lee conn ride die anyone else noticed,NEGATIVE,0.9576472640037536,0,3
Then & now... aún alive @in't such Golden House...outside,aun alive golden houseoutside,POSITIVE,0.9728936553001404,0,3
Woody is.,woody,POSITIVE,0.9992175102233888,0,0
"... sorry, can you hear me Now!!!",sorry hear,NEGATIVE,0.9995279312133788,0,0
Best song forever❤,best song [UNK],POSITIVE,0.9998000264167786,0,0
"April 2024, anyone?",april anyone,POSITIVE,0.958509087562561,0,0
ADELE.✨NO 1 Diva✨😁👍✨,[UNK] [UNK],NEGATIVE,0.7850592732429504,0,0
ADELE SINGER THE BEST VOICE UNSURPASSED SINGER ❤J-FLA,adele singer best voice unsurpassed singer [UNK],POSITIVE,0.9966652989387512,0,0
But a smart phone is better,smart phone better,POSITIVE,0.9918140172958374,0,0
That flip phone reminds me of a blue razor phone I never had,flip phone reminds blue razor phone never,NEGATIVE,0.9829502105712892,0,3
Am I the only one who's still here in 2024?,one who still,POSITIVE,0.9958237409591676,0,0
"LYRICS🎤

Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side

I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",[UNK] hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9972149133682252,0,0
"But it clearly does not take you apart anymore, so bye.",clearly take apart anymore bye,POSITIVE,0.9987475872039796,0,0
"There was once a Roman Empire. It was captured by the Visigoths. It was divided into Israel, Italy, Denmark, Iceland and some Germans. Israel lied about God and Satan. Hitler wanted to take back Rome. It’s just that no one has compared Israel and Italy before.",roman empire captured visigoth divided israel italy denmark iceland german israel lied god satan hitler wanted take back rome ’ one compared israel italy,NEGATIVE,0.9376895427703856,0,4
"I used to be a real fan but after this masterpiece, I’m a whole air conditioner.",used real fan masterpiece ’ whole air conditioner,POSITIVE,0.9963943362236024,0,3
Views from a window awesome thanks,view window awesome thanks,POSITIVE,0.9998574256896972,0,0
"In the year 2024, it's still TOP lol, diva, I've never gone out of style!!!",year still top lol diva ive never gone style,POSITIVE,0.9986653327941896,0,0
Who is here still feel the vibe in 15 April 2024,still feel vibe april,POSITIVE,0.9989519119262696,0,0
Too much show. ❤,much show [UNK],POSITIVE,0.9862070083618164,0,0
2024🎉,[UNK],NEGATIVE,0.6970567107200623,0,0
3:18 3:20 🎉😢😅😊,[UNK],NEGATIVE,0.6970567107200623,0,0
Can you hear me now?!,hear,POSITIVE,0.9987009763717652,0,0
Hi,hi,POSITIVE,0.9983267188072203,0,0
❤❤❤❤ when i 😢😢😢😢😢was a kid,[UNK] [UNK] kid,POSITIVE,0.6665146350860596,0,0
"Thank you, thank you, Miss ❤Miss Adele ❤ We will save and watch it together forever hahahahahaha 🌇",thank thank miss [UNK] adele [UNK] save watch together forever hahahahahaha [UNK],POSITIVE,0.9993014335632324,0,3
I Song until my throat explode won't let go of my microphone 🎤🎼🔊~~~%  Even if I fail down God protecting you J-FLA I appreciate 🙏 Always thinking we God bless 🙏 ❤,song throat explode wont let go microphone [UNK] even fail god protecting jfla appreciate [UNK] always thinking god bless [UNK] [UNK],POSITIVE,0.6159489750862122,0,1
"Look at this, I'm in a daze because of you. Please think about it 🙏 🍎🍎🍎 Miss Adele, please stay healthy. Okay.",look im daze please think [UNK] [UNK] miss adele please stay healthy okay,POSITIVE,0.5061666369438171,0,3
Hi 👋 I can not bear to lose you ❤,hi [UNK] bear lose [UNK],NEGATIVE,0.986672043800354,0,0
Present,present,POSITIVE,0.9986705780029296,0,0
i miss this era,miss era,NEGATIVE,0.997352123260498,0,0
"Hi,tanks my dear. ❤.Iran.",hitanks dear [UNK],POSITIVE,0.9850032925605774,0,0
I am great song,great song,POSITIVE,0.9998729228973388,0,0
My girl 😊,girl [UNK],POSITIVE,0.8187900185585022,0,0
I'm here in 2024,im,POSITIVE,0.7430374026298523,0,0
I was 14 when this was released 🥹,released,POSITIVE,0.9970769882202148,0,0
2025 👀😂,[UNK],NEGATIVE,0.6970567107200623,0,0
Reva hello there,reva hello,POSITIVE,0.9960083961486816,0,0
Listeners Adele song in April 2024?,listener adele song april,POSITIVE,0.9587220549583436,0,0
You will find true love in 2024,find true love,POSITIVE,0.9998452663421632,0,0
2024❤,[UNK],NEGATIVE,0.6970567107200623,0,0
Thank you Adele 💖,thank adele [UNK],POSITIVE,0.999591052532196,0,0
I’m here after finding out this was the fastest video to reach a billion views.,’ finding fastest video reach billion view,POSITIVE,0.9237725138664246,0,3
"She is amazing in this video. everything..her face, act, outfit...but just one thing, the man who is acting her ex isn't a good match with her. I'm not a racist, though.",amazing video everythingher face act outfitbut one thing man acting ex isnt good match im racist though,POSITIVE,0.9880824089050292,0,1
"Adelle: hello
Beyonce: Halo
Both are just the best❤",adelle hello beyonce halo [UNK],POSITIVE,0.9928072690963744,0,0
The earth is flat,earth flat,NEGATIVE,0.9997734427452089,0,0
Ohhh yeaa its 15.04.24,ohhh yeaa,NEGATIVE,0.8559165000915527,0,3
